hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
10,3,288.215,264.021,5.18257,-4.60473,6.9327173732815615
11,3,424.819,264.941,8.18534,-4.42812,9.306343946470063
12,3,506.336,266.13,8.16079,-3.49574,8.877989162625736
13,3,527.415,267.005,9.44697,-3.20754,9.976650491647986
14,3,488.42,267.038,10.1946,-4.36576,11.090073468539332
15,3,394.128,266.961,8.74859,-4.16979,9.691489856167626
16,3,257.261,266.597,7.7262,-3.89374,8.651900232180212
17,3,103.202,265.506,8.76612,-5.58248,10.392735097403378
18,3,7.03906,264.444,7.43642,-5.23142,9.092199823629043
19,3,0.0,263.803,4.82157,-4.68937,6.7258998105681
20,3,41.0996,263.177,5.201,-6.24288,8.125512395806187
21,3,42.6816,262.552,4.48635,-5.38347,7.007787494166758
22,3,45.7354,261.96,4.35982,-4.83522,6.510559337015522
23,3,43.4561,261.738,5.20836,-6.33871,8.204039148718147
24,3,42.1592,261.179,4.30043,-4.77703,6.427574488545427
1,4,23.9434,264.48,1.37228,-0.427862,1.4374346209285485
2,4,26.2969,264.489,0.806905,-0.445032,0.9214928974490254
3,4,30.2344,263.989,0.725189,-0.030138,0.7258149797055721
4,4,34.2539,263.258,-0.77728,1.64702,1.8212191188322178
5,4,41.1914,262.988,-0.311846,1.49731,1.5294394933491156
6,4,43.6133,262.614,0.609379,0.332033,0.693965906028531
7,4,44.1455,262.177,2.93894,-0.206911,2.946214602760804
8,4,2.6543,262.202,3.42339,-0.499031,3.459570931641813
9,4,74.7734,263.578,1.87948,-1.46426,2.382541168164781
10,4,224.809,265.75,4.15132,-3.81665,5.639173251896062
11,4,356.71,266.75,6.65897,-3.82265,7.678185624442795
12,4,444.414,268.006,6.44399,-3.59096,7.3769913136522
13,4,478.853,269.0,7.73017,-3.08303,8.322295489214499
14,4,457.951,269.034,9.55786,-4.11283,10.405193817920932
15,4,383.784,269.035,7.49273,-4.13952,8.560176907243214
16,4,264.168,268.55,6.63245,-4.44842,7.98610252243859
17,4,118.116,267.563,6.85401,-4.88228,8.415112065712494
18,4,9.41406,266.529,4.27138,-3.14646,5.305176494330796
19,4,0.0,265.889,3.42509,-3.78312,5.103257630425883
20,4,43.1846,265.264,3.0926,-3.29268,4.517290818886913
21,4,45.501,264.639,2.73635,-3.15789,4.178502192724086
22,4,45.5146,263.994,1.81783,-2.62136,3.1899896799989813
23,4,45.5391,263.538,1.51012,-2.17562,2.648355111913808
24,4,45.8408,262.921,0.658827,-2.23895,2.3338702017098125
1,5,23.1172,264.531,6.17697,-0.525518,6.1992844384835255
2,5,22.3936,264.163,5.92214,0.22489,5.9264084985512095
3,5,23.5352,263.663,1.15292,0.0665417,1.1548386572326412
4,5,26.0801,263.192,4.10944,0.283739,4.119223826611149
5,5,29.3027,262.811,-0.0179005,0.00707817,0.019249114026336382
6,5,36.0527,262.399,-0.279293,-1.17773,1.2103935445750693
7,5,41.252,262.193,1.11375,0.774534,1.3565920461420964
8,5,4.16016,262.371,0.511283,0.459953,0.6877260125209749
9,5,100.57,264.013,0.711509,0.42441,0.8284738409756822
10,5,263.871,265.434,1.57417,-0.484617,1.647077662282201
11,5,397.319,266.519,5.81815,-1.77675,6.083396254149487
12,5,480.164,267.495,4.81704,-0.732557,4.872423844438105
13,5,503.556,268.607,6.60712,-1.36965,6.747590371154728
14,5,468.045,268.885,9.77759,-2.6685,10.13519405132926
15,5,379.096,268.764,7.53863,-1.67467,7.7224000081451365
16,5,246.902,268.34,5.50355,-1.16815,5.626156505555102
17,5,98.1941,267.401,3.87354,-1.63521,4.204547998976823
18,5,5.93164,266.583,4.06045,-1.98533,4.519821834032842
19,5,0.0,265.775,5.84892,-2.30753,6.287651379275093
20,5,40.6338,265.014,3.97053,-3.4128,5.235676873232342
21,5,37.7188,264.526,-0.477522,0.160471,0.5037640343702595
22,5,34.1143,264.005,1.77486,-1.13112,2.104652102842653
23,5,33.1865,263.615,3.68004,-0.0437832,3.6803004456432955
24,5,30.0742,263.383,2.88344,-2.09441,3.563815298482793
1,6,33.9932,266.449,1.48849,-3.72962,4.015677754065932
2,6,35.6807,266.073,1.78737,-4.23409,4.595890517081537
3,6,36.4453,265.61,1.66367,-3.79869,4.147028283602609
4,6,42.041,265.36,0.943423,-4.42134,4.520873184743076
5,6,43.3096,265.112,1.48601,-4.14917,4.407248280843728
6,6,44.6865,265.199,2.54883,-5.25976,5.844793377571187
7,6,45.3613,265.071,6.17332,-4.84656,7.848504549020788
8,6,2.04688,264.823,4.98101,-6.22559,7.972981341267519
9,6,68.375,265.573,4.94784,-6.74063,8.361651359779358
10,6,211.793,266.323,6.40132,-7.00415,9.48867825173243
11,6,336.491,267.073,7.62284,-6.77675,10.199609317424859
12,6,420.695,268.078,7.6393,-6.26527,9.879904486527185
13,6,455.087,268.695,8.52119,-6.0508,10.450974100824286
14,6,435.264,268.484,9.32251,-6.77885,11.526577984059276
15,6,364.081,268.446,8.14703,-6.61364,10.493537624199954
16,6,249.504,268.073,7.32581,-6.61151,9.868108057586317
17,6,111.85,267.11,7.81202,-7.73287,10.992039615890219
18,6,10.8574,266.235,5.76357,-6.74412,8.871408778728437
19,6,0.0,265.734,4.51005,-6.40617,7.834511157143118
20,6,44.2344,265.354,5.82014,-7.07491,9.161243426942654
21,6,44.0303,264.985,5.12892,-6.25945,8.09237509442685
22,6,43.6982,264.735,4.73873,-6.00807,7.651958385785955
23,6,43.6924,264.604,3.64977,-6.63167,7.569667630867289
24,6,45.3574,264.479,2.93422,-6.73016,7.341982064401955
1,7,23.6777,265.432,0.740446,-1.38196,1.567824518406317
2,7,22.748,265.219,5.04128,-1.97824,5.415527447626871
3,7,27.5156,264.718,-0.075592,-1.12193,1.124473688159932
4,7,33.6387,264.23,2.37702,-0.54048,2.43769208695438
5,7,41.8643,264.036,0.628584,0.180906,0.6540984833280078
6,7,43.4268,263.843,1.05176,-1.48828,1.8224095192903267
7,7,44.8457,263.583,2.38426,-1.02429,2.5949693161384393
8,7,2.94922,263.6,3.83062,-1.01759,3.9634756202731967
9,7,77.3594,265.15,5.76327,-3.55899,6.773602506273896
10,7,228.012,266.375,5.49507,-5.30884,7.640652881167943
11,7,358.803,267.202,7.19803,-5.1957,8.877326983439328
12,7,444.726,268.327,7.35024,-3.74183,8.247867591474781
13,7,476.915,269.327,8.33564,-4.13332,9.304151139787015
14,7,454.232,269.202,10.2825,-5.24565,11.543251282567663
15,7,378.721,269.154,8.91461,-5.12096,10.280783179004409
16,7,258.144,268.779,8.13148,-4.53827,9.312188871758346
17,7,113.327,267.904,8.30127,-5.53755,9.978754612445384
18,7,8.42188,266.952,5.89345,-4.66111,7.513900407551327
19,7,0.0,266.383,3.84013,-4.13956,5.646463974072623
20,7,42.9473,265.634,3.41682,-4.86007,5.940954411313052
21,7,45.3223,265.009,3.61623,-3.72429,5.191093855537578
22,7,46.6436,264.452,3.24556,-2.91628,4.363295629681766
23,7,46.2764,264.134,1.7318,-3.24886,3.681605972887376
24,7,42.1768,263.566,2.01039,-3.18035,3.7624850929405684
1,8,26.3594,266.101,1.92892,-2.54603,3.1942136946829343
2,8,28.9004,265.851,0.797139,-2.1921,2.3325378872209126
3,8,33.5879,265.289,0.541595,-2.26061,2.324582267015947
4,8,37.7139,264.562,0.62897,-1.47603,1.6044524990787357
5,8,41.7363,264.261,0.569014,0.036375,0.5701754754643521
6,8,44.0889,264.429,3.30664,-4.04199,5.222217081824539
7,8,44.6416,264.554,4.01414,-3.64246,5.4204090981401025
8,8,2.41797,264.804,6.45171,-4.47559,7.852099577323253
9,8,66.0625,265.789,3.80721,-5.70938,6.862351489722747
10,8,205.84,266.625,5.24604,-5.78735,7.811168651623136
11,8,333.288,267.312,7.23905,-6.18788,9.523324198876146
12,8,422.039,268.625,6.81118,-4.37611,8.095832985215296
13,8,463.337,269.25,8.20771,-4.79397,9.505190782146354
14,8,448.326,269.125,9.98266,-5.69291,11.491854721658292
15,8,379.8,269.115,9.09137,-5.11266,10.430354775965196
16,8,265.41,268.875,7.10023,-5.38885,8.913639569524898
17,8,123.218,267.687,8.01905,-7.64791,11.081321684284777
18,8,11.6113,266.625,6.81533,-6.32908,9.300858920298706
19,8,0.0,266.153,4.90653,-6.22648,7.9273633593585195
20,8,43.7256,265.654,3.4383,-6.64229,7.479433356484969
21,8,44.2188,265.164,3.60353,-5.0866,6.233692968128925
22,8,44.0791,264.789,3.39693,-4.59792,5.716642524358157
23,8,44.1816,264.453,2.5111,-5.08382,5.670171867095388
24,8,39.0254,264.015,2.24965,-4.52703,5.055188002774971
1,9,24.2236,266.071,5.82736,-1.73255,6.079461659727775
2,9,22.0303,266.082,5.50124,-2.2048,5.9266166214460005
3,9,26.4023,266.115,0.768158,-0.466661,0.898798754941839
4,9,31.1104,265.807,1.92682,-0.110792,1.930002637216851
5,9,39.6777,265.56,0.676435,-0.98218,1.1925778220413963
6,9,43.71,265.737,1.42383,-2.05762,2.502217403284535
7,9,44.8379,265.337,4.52586,-2.59168,5.215382436792147
8,9,2.74219,264.763,7.57378,-4.83497,8.985492662581168
9,9,90.5156,265.696,7.60311,-5.27676,9.254808359425926
10,9,249.371,266.914,5.63667,-5.38598,7.796206080479146
11,9,379.569,267.66,8.36893,-4.93984,9.718076382211658
12,9,461.836,268.664,7.61586,-3.46937,8.368862033544344
13,9,488.322,269.664,8.54462,-4.01516,9.44097668517405
14,9,459.529,269.617,10.4299,-4.56401,11.384770585747434
15,9,378.471,269.74,8.94586,-4.37829,9.95981096525933
16,9,254.519,269.372,8.41761,-5.10956,9.847017899125602
17,9,109.694,268.381,9.52784,-6.24556,11.39239899139773
18,9,7.58594,267.505,7.40713,-5.93552,9.491889828021606
19,9,0.0,266.747,5.11357,-4.87785,7.06696673031648
20,9,41.7627,266.201,4.29475,-4.94796,6.551884135430052
21,9,46.2285,265.693,2.82912,-2.78484,3.9697926646110875
22,9,47.0312,265.248,1.4692,-1.42604,2.047471299334865
23,9,47.1865,264.951,0.873403,-1.03304,1.3527765676596413
24,9,43.9814,264.987,-0.206408,0.297188,0.3618355563070053
1,10,23.7656,266.972,1.55588,-2.4513,2.903383244492535
2,10,25.4023,266.634,2.50905,-2.72433,3.703688141758158
3,10,29.498,266.55,2.12753,-2.51647,3.295300466088032
4,10,36.2393,266.023,0.842837,-2.37544,2.5205335550571433
5,10,41.2451,265.652,-0.402666,-1.05152,1.1259814465416382
6,10,42.9082,266.106,2.31836,-2.44726,3.371034647878897
7,10,43.6748,266.106,3.90867,-4.27136,5.789837425912751
8,10,2.21875,265.879,3.91558,-3.9668,5.573802021636578
9,10,72.4531,266.722,4.56112,-5.97207,7.514614809775682
10,10,222.137,267.25,5.29682,-6.2854,8.219644473601033
11,10,357.444,267.625,6.89042,-6.14394,9.231786744720656
12,10,449.914,268.713,7.35512,-4.74672,8.753807227304014
13,10,488.587,269.375,8.29169,-5.61086,10.0116868206961
14,10,469.857,269.352,9.38208,-6.41069,11.363114511545678
15,10,397.096,269.375,8.59723,-6.01452,10.492226384485802
16,10,277.59,269.125,8.06995,-6.04901,10.08536637820362
17,10,128.983,268.329,8.48487,-6.75923,10.848050935988455
18,10,12.1953,267.306,6.67861,-7.46873,10.019269401757795
19,10,0.0,266.806,5.56083,-7.0966,9.015795131262688
20,10,42.6016,266.347,5.53108,-7.55538,9.363579065229278
21,10,43.125,265.972,4.00197,-6.10613,7.30072513232761
22,10,42.8672,265.657,3.62252,-5.47585,6.56563663119579
23,10,45.3467,265.426,3.55895,-5.58285,6.620750654193223
24,10,44.5244,265.175,3.14808,-4.56512,5.545333921487506
1,11,26.9951,266.638,2.53439,-2.26087,3.396272343172732
2,11,29.5322,266.489,2.73952,-3.53195,4.4698591289771095
3,11,33.1445,266.213,-0.115631,-3.38561,3.3875840358965266
4,11,38.7754,265.776,1.75983,-3.7729,4.163144969719407
5,11,43.0742,265.439,0.0133495,-3.01148,3.011509588155125
6,11,44.5879,265.676,2.83301,-4.95996,5.712017932543629
7,11,45.1924,265.426,3.43992,-4.41492,5.596835553489132
8,11,2.36523,265.138,6.22222,-4.60157,7.738893215008202
9,11,66.4375,266.138,3.64022,-5.48868,6.5861073321651835
10,11,205.262,267.125,4.48042,-6.4104,7.820958479393687
11,11,330.147,267.563,6.11209,-6.34804,8.812221967795637
12,11,416.648,268.75,6.15102,-5.44789,8.216723951338514
13,11,454.181,269.437,7.70673,-5.4302,9.42765927114997
14,11,436.842,269.313,8.95532,-5.86576,10.705367657395051
15,11,369.128,269.288,8.2232,-5.29918,9.782756611119384
16,11,257.504,268.975,7.1432,-5.89276,9.260125628607854
17,11,119.171,267.938,7.77198,-7.23482,10.618205759581041
18,11,11.5723,267.014,5.87295,-6.75095,8.948009141982366
19,11,0.0,266.413,4.15849,-6.4921,7.7097601447840125
20,11,42.7861,265.888,4.51936,-6.95382,8.29338455650044
21,11,43.1045,265.513,3.77638,-5.95672,7.052911389121516
22,11,45.5352,265.138,3.0649,-5.50221,6.29824792256545
23,11,43.4209,264.839,2.682,-5.42464,6.051433146751272
24,11,41.1279,264.463,2.00355,-4.52605,4.949680919513903
1,12,24.6641,263.58,2.36545,-3.91712,4.575935182768655
2,12,21.8545,263.377,4.40261,-4.95089,6.625276341723415
3,12,26.1387,263.456,1.01425,-4.02721,4.152965620686017
4,12,30.4971,263.331,2.73639,-4.30415,5.100346797483481
5,12,38.6455,263.283,0.674482,-0.567141,0.8812348621139543
6,12,43.0576,263.205,5.26563,-4.38769,6.8540997098816705
7,12,44.9082,262.83,7.23875,-4.45496,8.499774712549739
8,12,2.80078,262.329,9.51617,-5.84766,11.169271191286386
9,12,104.977,263.126,8.36483,-6.07168,10.336134623315429
10,12,271.293,264.252,7.12007,-5.64282,9.084977399933365
11,12,397.257,264.798,9.57499,-5.81972,11.204890645539562
12,12,470.992,265.876,9.30336,-3.80824,10.052621508203718
13,12,488.181,266.876,10.2565,-4.20315,11.084325066168892
14,12,450.107,266.752,12.2795,-4.74272,13.163567648946847
15,12,361.94,266.83,10.9166,-4.38024,11.762595717680686
16,12,234.418,266.582,10.0201,-4.83319,11.124842901636859
17,12,93.4285,265.581,11.3501,-6.96919,13.318948129116652
18,12,7.53906,264.627,10.7353,-6.60642,12.605215242366947
19,12,0.0,263.878,8.32353,-6.89054,10.805586201243317
20,12,42.5234,263.33,7.96662,-7.21554,10.748537189590033
21,12,47.0576,262.878,5.88185,-4.93816,7.679946849301758
22,12,47.9678,262.456,5.00435,-4.4153,6.673709089591783
23,12,47.8936,262.128,5.55211,-6.08675,8.238595208808356
24,12,40.1367,262.002,4.75062,-5.97918,7.6366867067334905
1,13,25.7979,266.679,6.68966,-2.3429,7.088069647344049
2,13,22.0176,266.344,3.55007,-2.77511,4.506021806094595
3,13,24.7617,266.343,5.6871,-2.40123,6.173249705211996
4,13,28.582,266.304,3.1446,-1.519,3.4922586043991646
5,13,36.9248,265.96,3.16276,0.157469,3.1666776444028844
6,13,42.3984,266.291,0.603519,-1.79199,1.8908895640573513
7,13,43.9961,265.93,0.620584,-2.31433,2.396090117244341
8,13,2.97461,265.554,1.06206,-1.22169,1.6187952000484804
9,13,74.3594,266.089,4.43807,-3.53262,5.672377754460646
10,13,217.652,266.845,4.0644,-4.33618,5.943214984534885
11,13,342.585,267.379,6.89627,-4.75038,8.374046217767132
12,13,426.148,268.505,7.06801,-3.32142,7.809519586792775
13,13,458.4,269.596,8.11982,-3.54299,8.85913398546946
14,13,437.623,269.719,9.89966,-4.19096,10.750228548137942
15,13,366.346,269.847,8.25055,-3.79235,9.080390620727723
16,13,251.894,269.847,6.92933,-3.51092,7.768022495802906
17,13,113.147,269.058,7.35303,-5.31783,9.074489852867764
18,13,9.54102,268.058,4.1747,-3.7158,5.588854062327983
19,13,0.0,267.306,4.1038,-4.94718,6.42773400137249
20,13,38.376,266.594,4.30549,-5.05147,6.637363429932099
21,13,39.8281,266.055,3.25685,-4.12957,5.259317475433481
22,13,43.3994,265.594,2.76412,-3.178,4.211893086772266
23,13,44.8672,265.219,2.65465,-3.76253,4.604758258953449
24,13,41.9756,265.008,1.87367,-2.60711,3.2105547528425675
1,14,24.9482,266.465,2.56662,-2.68372,3.713474284655813
2,14,23.0996,266.202,4.58718,-3.04464,5.505638299234704
3,14,27.291,266.09,1.5914,-2.59459,3.04375610522591
4,14,32.624,265.819,1.80963,-2.44087,3.0385205435869604
5,14,40.9365,265.577,1.31901,-1.07691,1.7027984402741272
6,14,43.6719,265.779,2.09571,-2.38379,3.1740282242286377
7,14,44.5039,265.529,3.90867,-4.61023,6.044164278194298
8,14,3.49023,265.042,3.95562,-4.34669,5.877128851786389
9,14,70.8281,265.973,5.17147,-5.46231,7.522029812291361
10,14,212.199,266.77,5.75679,-5.65454,8.069352744532859
11,14,338.21,267.146,7.10526,-6.01601,9.31005349005579
12,14,423.445,268.258,7.46547,-4.25355,8.592201692430177
13,14,458.65,269.25,8.86005,-4.65334,10.007699993410073
14,14,440.076,269.25,10.0989,-5.88237,11.687174937806827
15,14,370.503,269.367,9.0484,-5.27624,10.474361608117222
16,14,257.738,269.189,8.54359,-5.27069,10.038580734556055
17,14,118.304,268.452,7.771,-6.48091,10.118825792951473
18,14,10.6387,267.327,6.72158,-7.15134,9.814341622951588
19,14,0.0,266.617,5.8372,-6.42081,8.67754025609216
20,14,41.6934,266.0,5.7635,-7.26534,9.273785503536299
21,14,45.9033,265.512,4.77931,-5.81121,7.524092353247666
22,14,47.4766,265.085,3.89303,-5.07546,6.396559762286286
23,14,47.1719,264.762,2.90465,-4.35824,5.2374848467656685
24,14,42.8662,264.529,2.12953,-3.03777,3.7098442816107524
1,15,25.3145,266.15,4.72775,-2.67103,5.430103251633435
2,15,21.376,266.004,3.92995,-2.2712,4.5390369509952215
3,15,23.7168,265.383,2.79355,-1.74401,3.293249532391981
4,15,27.5078,264.95,8.47858,-1.72407,8.652094323416728
5,15,34.5967,264.478,0.140303,-0.634523,0.6498494974515252
6,15,41.4404,264.479,-0.215816,-1.81543,1.8282129609966122
7,15,43.5684,264.303,0.746561,-1.32312,1.5192102754790069
8,15,2.92773,265.068,6.98003,-3.1338,7.651243117356813
9,15,74.6719,265.668,6.70467,-3.26016,7.455282894330704
10,15,222.246,266.757,5.33882,-4.09985,6.731401712489012
11,15,354.46,267.339,6.92459,-4.13417,8.064819170756403
12,15,444.258,268.339,7.67055,-3.03285,8.248364469699432
13,15,480.603,269.321,8.27314,-3.21682,8.876529522961098
14,15,461.123,269.321,10.5032,-3.9976,11.238239007958498
15,15,387.675,269.433,9.13238,-3.6986,9.852918675417959
16,15,268.105,269.18,8.14515,-4.24139,9.183292310201173
17,15,121.288,268.261,8.81006,-5.62837,10.454458668936427
18,15,10.0957,267.275,6.88173,-5.0742,8.550187917987534
19,15,0.0,266.65,5.76298,-4.99894,7.628980246664687
20,15,40.6465,266.146,3.94123,-5.09737,6.443327931263471
21,15,40.9775,265.539,3.51369,-4.21453,5.487101287291861
22,15,43.1436,265.146,2.91549,-3.886,4.858094064558652
23,15,36.6768,264.771,2.7025,-4.16683,4.966485527906027
24,15,31.3037,264.396,2.37367,-3.84148,4.515670255820281
1,16,25.3223,266.174,5.28341,-1.72571,5.558101855148032
2,16,21.543,265.797,2.59597,-2.77706,3.801463203096934
3,16,23.3936,265.422,2.60117,-2.3817,3.526837146637196
4,16,26.624,264.818,2.59088,-2.06782,3.3148964880973284
5,16,32.1084,264.342,-0.0511036,-1.36695,1.3679049237549226
6,16,34.9141,264.422,0.139652,-2.66308,2.6667391637548654
7,16,39.0029,264.298,0.473124,-4.06043,4.087901430352254
8,16,2.91602,263.693,0.203666,-3.06153,3.0682968859704562
9,16,86.4062,266.153,6.78866,-3.70938,7.735981164661662
10,16,246.418,267.436,5.86518,-4.95239,7.676360019208323
11,16,383.96,268.042,6.75077,-4.58144,8.158583704694093
12,16,474.18,268.923,7.92836,-3.22328,8.558529444244495
13,16,508.134,269.798,8.38837,-3.24563,8.994379653639266
14,16,483.139,269.797,10.6926,-4.1519,11.470395301383471
15,16,402.315,269.816,8.85406,-3.89001,9.670912898154961
16,16,274.722,269.521,7.68031,-4.35467,8.828947417727665
17,16,121.561,268.391,7.77784,-5.46919,9.508250855004826
18,16,9.6875,267.472,6.78603,-5.18064,8.537519192979891
19,16,0.0,266.842,5.49833,-4.90714,7.369644209084995
20,16,40.1562,266.297,4.43537,-6.19405,7.618317559632178
21,16,37.751,265.693,3.75392,-4.59148,5.9307338463970884
22,16,38.4756,265.193,3.37252,-4.27077,5.441816566487702
23,16,36.0176,264.818,3.73864,-4.53206,5.875116755707924
24,16,32.4932,264.542,3.31312,-3.85906,5.086168323797395
1,17,25.707,266.398,4.17404,-2.30482,4.768102888361366
2,17,21.5166,266.273,-0.768291,-2.53195,2.6459481973729195
3,17,24.2197,266.3,1.78769,-1.76354,2.511156878353083
4,17,28.1611,266.497,3.78522,-3.15864,4.929999705679504
5,17,35.833,266.161,1.23015,-1.41284,1.8733354980088326
6,17,42.1934,266.273,3.16309,-2.2207,3.864795833947765
7,17,43.1582,265.994,3.97312,-2.75965,4.83749425393974
8,17,2.71289,265.277,5.84331,-3.542,6.833010738766624
9,17,74.0938,265.898,6.24569,-4.0209,7.428073800528641
10,17,217.699,266.654,5.92378,-4.06958,7.186977867281908
11,17,343.96,267.057,8.31327,-5.1957,9.80335435363325
12,17,428.695,268.149,7.96254,-3.52162,8.706540683646978
13,17,461.634,269.184,9.35029,-3.78957,10.089041771595555
14,17,440.998,269.307,11.4866,-4.70073,12.411238539843636
15,17,368.925,269.433,10.0728,-4.2069,10.916011517491176
16,17,253.816,269.431,8.85609,-4.18866,9.79669345665669
17,17,113.858,268.806,8.74268,-5.27584,10.21121644506667
18,17,9.74609,267.772,7.03798,-4.75779,8.495276815060237
19,17,0.0,267.023,5.83134,-4.73722,7.513040631062766
20,17,43.1152,266.301,5.83576,-5.39034,7.944297331620966
21,17,43.8184,265.802,5.20412,-4.12664,6.641688238994661
22,17,45.4609,265.398,4.24263,-3.52663,5.516976388729609
23,17,43.7461,265.023,3.95739,-3.48519,5.273280283485793
24,17,36.5234,264.891,3.0182,-2.70281,4.051507514012531
1,18,26.4209,266.419,2.68576,-2.69544,3.80508916731264
2,18,22.373,266.164,-1.13255,-3.12277,3.321801013817655
3,18,25.1143,266.164,1.73105,-2.55553,3.086627234280162
4,18,28.7949,266.039,1.76374,-2.45552,3.023302376210491
5,18,36.4697,265.778,0.703779,-1.73609,1.8733161422837843
6,18,40.6797,266.039,2.76758,-2.14844,3.5036114924460446
7,18,42.0713,265.79,4.38621,-4.00867,5.942076516925712
8,18,2.75195,265.26,5.41265,-4.34083,6.93826960498077
9,18,73.9141,265.79,5.46737,-4.14883,6.863302782611299
10,18,218.621,266.573,6.16304,-4.96509,7.914239113755661
11,18,346.866,266.944,7.71854,-5.83144,9.673755847921736
12,18,433.711,268.069,7.70571,-4.02308,8.692706097096577
13,18,469.462,269.194,9.19697,-4.38381,10.188328974714157
14,18,450.92,269.289,10.4231,-5.40385,11.740639183302585
15,18,379.94,269.448,9.52008,-5.12194,10.810466806294722
16,18,265.402,269.415,9.07679,-5.07538,10.399403773702605
17,18,122.811,268.778,9.08643,-6.39595,11.111767930775011
18,18,11.0391,267.54,8.07802,-6.874,10.606897902798915
19,18,0.0,266.778,6.63017,-5.71378,8.752510275189627
20,18,39.3311,266.04,6.3133,-6.57784,9.117331624746354
21,18,44.0156,265.54,5.12404,-5.03484,7.183689842079765
22,18,43.4883,265.153,4.00338,-4.31374,5.885185146790201
23,18,42.4512,264.79,3.32946,-3.58773,4.894600131216032
24,18,34.8105,264.539,2.86,-2.94207,4.103093453103402
1,19,26.4541,267.125,0.219938,-2.76087,2.769616558432593
2,19,22.3105,266.875,-0.334697,-3.1296,3.1474463048333328
3,19,24.7188,266.875,2.31503,-2.60533,3.485270191792883
4,19,29.0146,266.844,-1.0097,-2.57661,2.76738381546543
